redcap_data_access_group_e,redcap_data_access_group_unlabelled,dag_id_e,place_name,postcode,country,lon,lat,ccg,postcode_start,city,imd_average_postcodes_new,tds_mean,w_me_imd,w_me_tds,w_har_tds,w_har_imd,w_med_imd,w_med_tds,prop_within_10_imd_ccg,prop_within_20_imd_ccg,prop_within_10_tds_ccg,prop_within_20_tds_ccg,all_people,ccg_name,updated_all_age_mid_2018,multiplication_factor,scotland_average_imd_rank,average_imd_rank,wales_average_imd_rank,wimd15,avg_wimd_2019,weighted_arith,w_imd,w_imd_centred,w_imd_centred_std_country,w_imd_centred_std_uk
"Queen Elizabeth University Hospital, Glasgow",queen_elizabeth_un,GN405,"Queen Elizabeth University Hospital, Glasgow",G51 4TF,Scotland,-4.3404361,55.8624213,S08000031,G51,Glasgow,2759.3960690887434,1.3193257965939051,2936.76687469141,1.0537354141419562,0.9896124546215826,294.326429962509,2542,0.858830195,0.20630390591291428,0.34623531557338766,0.19440601744561034,0.3183223390106444,1174980,Greater Glasgow and Clyde,1174980,0.9683305203196286,2,2,NA,NA,NA,2802.2197525594274,2802.2197525594274,-418.14093859794184,-0.690126543355548,2.823676768057643
Aberdeen Royal Infirmary,aberdeen_royal_inf,N100H,Aberdeen Royal Infirmary,AB25 2ZN,Scotland,-2.1359876,57.15461759999999,S08000020,AB25,Aberdeen,4490.255394190872,-1.2342249549338173,4585.713222780145,-1.393999439949437,-1.1689700599023176,3583.6415830668097,4838,-1.9224017029999998,0.003947072309661449,0.03522652151286271,0.041425798556901136,0.10096065938084589,584550,Grampian,584550,1.0272185231460247,14,14,NA,NA,NA,4049.2921161100426,4049.2921161100426,828.9314249526733,1.3681214302994658,4.242251697362101
Livewell Southwest,livewell_southwest,NR501,Mount Gould Hospital,PL4 7QD,England,-4.111707,50.3789894,E38000230,PL4,Plymouth,16386.417871222075,-1.0334518857634691,16537.218276292137,-1.0478824945579135,-91.88915519735362,7836.803464365692,16438,-1.6447812480388693,0.062447188160974894,0.1259184188289752,0.025121235695599174,0.07773461687050492,1194166,NHS Devon CCG,1194166,1.0532960761795893,NA,98,NA,NA,NA,NA,NA,NA,NA,NA
Manchester University Hospital,manchester_univers,R0A01,Manchester University Hospital,M15 6FH,England,-2.2369592,53.4655956,E38000217,M15,Manchester,6514.57908496732,3.1806041768614377,6424.496357778453,3.2831024248428524,3.1527475384167656,1375.997691862462,4181,3.6899008856153848,0.43115754074021073,0.5979504180852946,0.3301373211932574,0.5881695874003979,547627,NHS Manchester CCG,547627,1.088446853378968,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
South Tyneside and Sunderland NHS Foundation Trust,south_tyneside_and,R0B0Q,South Tyneside and Sunderland NHS Foundation Trust,NE34 0PL,England,-1.4277704,54.9714091,E38000163,NE34,South Tyneside,10111.284644194757,1.2531942164138576,10357.688172986695,1.1517874264544343,44.16509217166042,4086.232483012214,7611.13768115942,1.1682500773766227,0.23838327921310767,0.43896791266953356,0.11092508455582034,0.2696334901807233,150265,NHS South Tyneside CCG,150265,1.0144335603907457,NA,21,NA,NA,NA,NA,NA,NA,NA,NA
Worcestershire Health and Care NHS Trust,worcestershire_hea,R1A0C,Worcestershire Health and Care NHS Trust,WR5 1JR,England,-2.1798262,52.19248289999999,E38000166,WR5,Worcester,18567.602459016394,-1.4368324127551229,18729.107438443494,-1.4869645860556548,0.40267721657113204,6847.549394108502,19196,-2.1584569173594677,0.04580100088515997,0.08981101662516403,0.020827090716841804,0.06855340063304437,307344,NHS South Worcestershire CCG,307344,1.0585548816399912,NA,130,NA,20.49980553,NA,NA,20.49980553,-1.548135273100808,0.3236808996702701,0.34059684792319156
King's College Hospital,kings_college_hosp,R1Z01,King's College Hospital,SE5 9RS,England,-0.0938548,51.4681404,E38000092,SE5,Lambeth,11381.474012474013,4.4785908912453225,11361.000684949637,4.503651209391457,19.980316006199185,9144.437717361785,10802,4.576766608181818,0,0.19188516670416794,0.47588778738104376,0.7304144110756687,325917,NHS Lambeth CCG,325917,1.075328454630039,NA,38,NA,20.19783606,NA,NA,20.19783606,-1.8501047431008075,0.3868160477550912,0.34094034548762936
Torbay and south Devon Hospital,torbay_and_south_d,RA009,Torbay and south Devon Hospital,TQ2 7TD,England,-3.552757,50.4877399,E38000230,TQ2,Torbay,16386.417871222075,-1.0334518857634691,16537.218276292137,-1.0478824945579135,-91.88915519735362,7836.803464365692,16438,-1.6447812480388693,0.062447188160974894,0.1259184188289752,0.025121235695599174,0.07773461687050492,1194166,NHS Devon CCG,1194166,1.0532960761795893,NA,98,NA,19.7902124,NA,NA,19.7902124,-2.2577284031008062,0.47204115391226903,0.3414040272446534
Weston Area Health NHS Trust,weston_area_health,RA7C2,Weston Area Health NHS Trust,BS23 4TQ,England,-2.9725926,51.32237,E38000222,BS23,North Somerset,17993.102167182664,-0.684643764366013,18105.60921788741,-0.7114389377372609,-0.4942704656254714,5252.038422497793,19488,-1.3257992787135597,0.0865116997382401,0.1715752707967058,0.049838456433597036,0.11578314776619995,959967.9999999999,"NHS Bristol, North Somerset and South Gloucestershire CCG",959968,1.0743100405453647,NA,118,NA,18.43949181,NA,NA,18.43949181,-3.608448993100808,0.754447002658724,0.342940504534563
Weston Area Health NHS Trust,weston_area_health,RA7C7,Weston Area Health NHS Trust,BS23 4TQ,England,-2.9725926,51.32237,E38000222,BS23,North Somerset,17993.102167182664,-0.684643764366013,18105.60921788741,-0.7114389377372609,-0.4942704656254714,5252.038422497793,19488,-1.3257992787135597,0.0865116997382401,0.1715752707967058,0.049838456433597036,0.11578314776619995,959967.9999999999,"NHS Bristol, North Somerset and South Gloucestershire CCG",959968,1.0743100405453647,NA,118,NA,18.43949181,NA,NA,18.43949181,-3.608448993100808,0.754447002658724,0.342940504534563
Mid and South Essex University Hospitals Group,mid_and_south_esseb,RAJ02,Mid and South Essex University Hospitals Group,SS1 1ND,England,0.7115467999999999,51.5377565,E38000168,SS1,Southend-on-Sea,16179.379130434783,0.16197812731478262,16094.12554561264,0.17873667742303265,-13.715294008947904,4603.912264359559,14508,-0.28081839053846325,0.08881825196650889,0.22726853931290236,0.06847942507687524,0.1809879187828951,182463,NHS Southend CCG,182463,1.050703106105103,NA,92,NA,19.70386927,NA,NA,19.70386927,-2.3440715331008093,0.4900935957656033,0.3415022446401436
Mid and South Essex University Hospitals Group,mid_and_south_esseb,RAT01,Mid and South Essex University Hospitals Group,SS1 1ND,England,0.7115467999999999,51.5377565,E38000168,SS1,Southend-on-Sea,16179.379130434783,0.16197812731478262,16094.12554561264,0.17873667742303265,-13.715294008947904,4603.912264359559,14508,-0.28081839053846325,0.08881825196650889,0.22726853931290236,0.06847942507687524,0.1809879187828951,182463,NHS Southend CCG,182463,1.050703106105103,NA,92,NA,19.70386927,NA,NA,19.70386927,-2.3440715331008093,0.4900935957656033,0.3415022446401436
Shrewsbury & Telford Hospital NHS Trust,shrewsbury__telfor,RAWAS,Royal Shrewsbury Hospital,SY3 8XQ,England,-2.7937374114990234,52.7093620300293,E38000147,SY3,Shropshire,17857.037601626016,-1.5350261804695122,17964.94175004655,-1.5920025938892461,3.995820551252773,14380.039737916568,17031,-2.216224139119048,0.009068072609912815,0.04630400909420539,0.012831192079156173,0.04348493608903436,320274,NHS Shropshire CCG,320274,1.0462060111913605,NA,117,NA,20.40802757,NA,NA,20.40802757,-1.6399132331008062,0.34286964446464513,0.34070124756905334
Bedford Hospital NHS Trust,bedford_hospital_n,RC112,Bedford Hospital NHS Trust,MK42 9DJ,England,-0.4732078,52.1287579,E38000010,MK42,Bedford,20795.862654320987,-1.1446525200694444,20936.333115621812,-1.1854380158105158,-2.423611296224036,14814.88597025713,22139,-1.9748539083333334,0.015565969018598552,0.06694507842470743,0.03308405768950614,0.0871922497936192,455229,NHS Bedfordshire CCG,455229,1.1053003447773515,NA,156,NA,17.34081635,NA,NA,17.34081635,-4.707124453100807,0.9841557803846941,0.3441902744024162
East Sussex Healthcare NHS Trust,east_sussex_health,RCX01,East Sussex Healthcare NHS Trust,TN37 7PT,England,0.5681560999999999,50.88499119999999,E38000076,TN37,Hastings,12395.120192307691,-0.12981121058653847,12671.692637772197,-0.24285432992226363,-23.721270380006718,3205.755206032366,12483,-0.6974697461987579,0.16501697614492208,0.2656407250528085,0.04863914356178321,0.15655655212837727,188511,NHS Hastings and Rother CCG,188511,1.0424071841718185,NA,56,NA,18.45188995,NA,NA,18.45188995,-3.596050853100806,0.7518548253605473,0.34292640135090813
Royal United Hospitals Bath NHSFT,royal_united_hospi,RD120,Royal United Hospitals Bath NHSFT,BA1 3NG,England,-2.3907418,51.3918072,E38000009,BA1,Bath and North East Somerset,23278.48027444254,-1.1768844065951973,23595.764072584312,-1.3040501190068403,2.3118384692132437,18189.693327117755,25490,-1.9125486523216784,0.007862921552586128,0.0400588582856104,0.012175029542768839,0.06267612035269521,192106,NHS Bath and North East Somerset CCG,192106,1.0914121443505136,NA,180,NA,17.32128681,NA,NA,17.32128681,-4.726653993100808,0.9882389759472405,0.34421248972578844
Poole Hospital NHS Trust,poole_hospital_nhs,RD300,Poole Hospital NHS Trust,BH15 2JB,England,-1.9737912,50.7213497,E38000045,BH15,Poole,18839.683914961894,-1.2466983944829522,18849.8600157787,-1.2351436318802471,17.74191765813415,12246.112506905683,18877,-1.6938707970882352,0.030894802840166068,0.08128718713081672,0.016507154847649523,0.058352967107995396,772268,NHS Dorset CCG,772268,1.0379374254913372,NA,134,NA,16.56564718,NA,NA,16.56564718,-5.482293623100809,1.14622653654007,0.3450720480529852
Basildon and Thurrock University Hospitals NHS,basildon_and_thurr,RDHH0,Basildon and Thurrock University Hospitals NHS,SS16 5NL,England,0.4514304,51.5582929,E38000007,SS16,Basildon,18128.080100125157,-0.7236037154042553,18134.089815314917,-0.7613690631848504,5.422633461693532,9633.651347577026,18665,-1.25702295316955,0.07635289280848696,0.16526130803150368,0.03490959217728478,0.09543406234633088,262412,NHS Basildon and Brentwood CCG,262412,1.0576949431273126,NA,116,NA,19.9555508,NA,NA,19.9555508,-2.0923900031008067,0.43747254547610037,0.3412159508218679
Sussex Community NHSFT,sussex_community_n,RDR05,Brighton General Hospital,BN2 3EW,England,0.1145,50.831,E38000021,BN2,Brighton and Hove,16395.91576673866,1.0514530423833692,16604.96889918023,0.8943553479447524,0.8816170324328322,6505.816628575543,17451,0.7662815757083322,0.08439874309084058,0.17257260333102875,0.11286210214033048,0.2309113323017606,290395,NHS Brighton and Hove CCG,290395,1.0622821168457286,NA,100,NA,17.44499941,NA,NA,17.44499941,-4.6029413931008065,0.9623734031098331,0.3440717636557315
Ipswich Hospital,ipswich_hospital,RED03,Ipswich Hospital,IP4 5PD,England,1.1981153,52.0579075,E38000086,IP4,Ipswich,18480.782969103242,-1.2965277916322533,18550.345192962483,-1.2963022809780993,-2.518526032456773,11645.582684931964,18999,-1.9897424595411763,0.045107585351723295,0.12119741429253865,0.02508207385122018,0.08314106538465448,409248,NHS Ipswich and East Suffolk CCG,409248,1.0398934818624412,NA,124,NA,19.34137628,NA,NA,19.34137628,-2.706564523100809,0.5658828754015863,0.3419145891701743
University Hospitals of North Midlands NHS Trust,university_hospital,REJ01,University Hospitals of North Midlands NHS Trust,ST4 6QG,England,-2.2129403,53.0038144,E38000175,ST4,Staffordshire,9629.736602052451,0.6938936185610034,9703.340256609641,0.7024248810109526,1.1533260577251967,3165.1097578026897,6256,0.9896680272188557,0.3056609642301711,0.5025660964230171,0.09942457231726283,0.29781104199066877,264149,NHS Stoke on Trent CCG,264149,1.0270178849144636,NA,15,NA,22.01453151,NA,NA,22.01453151,-0.033409293100806536,0.006985145443109252,0.33887381054156257
Aintree University Hospital,aintree_university,REM20,Aintree University Hospital,L9 7AL,England,-2.9317603,53.4656706,E38000101,L9,Liverpool,6823.02398989899,2.2652371023484847,6975.550865645402,2.181793994121917,12.779332124269942,499.8389986082434,3462,2.5084938481910566,0.48335066410814403,0.6279407823504819,0.23910251599969984,0.44360065606809385,494813.99999999994,NHS Liverpool CCG,494814,1.0608878359400962,NA,6,NA,26.47323304,NA,NA,26.47323304,4.4252922368991925,-0.9252308873981208,0.3338019298772351
University Hospitals of Derby and Burton NHFT,university_hospitai,RGT02,University Hospitals of Derby and Burton NHFT,DE22 3NE,England,-1.5139933,52.9106394,E38000229,DE22,Derby,17082.327772628978,-0.8025117761575533,17006.682207707327,-0.7818971932763845,-3.8186739054206345,8087.363002828692,16770.316455696207,-1.477599693277108,0.0736318539236899,0.18889772953311926,0.04605885433369733,0.11444586075173441,1019900.0000000001,NHS Derby and Derbyshire CCG,1019900,1.0350657838651929,NA,102,NA,NA,NA,NA,NA,NA,NA,NA
Cornwall Partnership NHSFT,cornwall_partnersh,RJ827,Cornwall Partnership NHSFT,PL31 2QN,England,-4.738597299999999,50.470256,E38000089,PL31,Cornwall,13376.637423653527,-1.130531639,13478.10280910649,-1.1435047901523698,-0.14258867576626028,9129.05861558636,12654.575376884422,-1.5704465936279068,0.0464380065709218,0.12439286329040032,0.010050965805761156,0.05063651127459418,568210,NHS Kernow CCG,568210,1.063116023918754,NA,63,NA,24.99282526,NA,NA,24.99282526,2.9448844568991923,-0.6157103109762015,0.33548592947760797
Lewisham and Greenwich NHS Trust,lewisham_and_green,RJ2319,Lewisham and Greenwich NHS Trust,SE4 2LA,England,-0.0422111,51.4570454,E38000098,SE4,Lewisham,10867.658013544018,3.780525436064334,10900.029811398754,3.7732648732524705,3.9891396975339637,8375.317240904911,9910.204545454546,3.9792077590329153,0.029931064993273308,0.24587423440803285,0.3635097745560564,0.6342963443776811,303536,NHS Lewisham CCG,303536,1.1002265436685577,NA,29,NA,23.29614917,NA,NA,23.29614917,1.248208366899192,-0.2609728065717813,0.3374159395033066
Imperial College Healthcare NHS Trust,imperial_college_h,RJY02,Imperial College Healthcare NHS Trust,W2 1NY,England,-0.1743487,51.5178108,E38000202,W2,Westminster,15155.274580335732,3.9064391538141487,14757.283630771464,4.0453644086654705,1.042016666358894,8864.121718892668,14386.198275862067,4.407783160308271,0.05534889628829875,0.20373529064861776,0.45728050517605856,0.6294513650096626,226099.00000000003,NHS West London CCG,226099,1.0247463050503312,NA,78,NA,18.72961317,NA,NA,18.72961317,-3.3183276331008074,0.6937890327448458,0.3426104844813722
George Eliot Hospital,george_eliot_hospi,RL101,George Eliot Hospital,CV10 7DJ,England,-1.4760659,52.5118749,E38000195,CV10,Nuneaton & Bedworth,15429.069805194806,-0.9917790140487013,15531.019987611207,-1.0396012580313618,-9.331840797744176,8623.424606131453,14809,-1.7259292760880283,0.05336793651810793,0.15900911003599158,0.02045219100103596,0.07096322877617933,193752,NHS Warwickshire North CCG,193752,1.034635224760501,NA,84,NA,20.79574674,NA,NA,20.79574674,-1.2521940631008093,0.2618061276353651,0.34026020765008125
Wirral University Teaching Hospital NHFT,wirral_university,RLB14,Wirral University Teaching Hospital NHFT,CH49 5PE,England,-3.094562,53.37042899999999,E38000208,CH49,Wirral,13144.99066293184,-0.3114394601251167,13277.800761766572,-0.40042517781643494,-3.7555813607439137,885.3400084936827,12510.635593220339,-1.0546250075416668,0.2542661742494129,0.35367421032387586,0.058114408833490214,0.15485501105437124,323235,NHS Wirral CCG,323235,1.0107948202374735,NA,60,NA,26.17837122,NA,NA,26.17837122,4.130430416899191,-0.8635817919771168,0.3341373423181541
Salford Royal NHSFT,salford_royal_nhsf,RM304,Salford Royal NHSFT,M6 8HD,England,-2.3238955,53.487482,E38000143,M6,Salford,9494.135572139303,1.406609427437811,9672.857382241924,1.2938165064467562,-10.740461250049556,1899.5700757907855,7273.757009345794,1.3698047860906508,0.2998337130716915,0.49357294609995167,0.17602475922593222,0.344889348659659,254408.00000000003,NHS Salford CCG,254408,1.0875250605942728,NA,17,NA,24.55905509,NA,NA,24.55905509,2.5111142868991934,-0.5250185469454604,0.33597935352117364
Whiston Hospital,whiston_hospital,RMN01,Whiston Hospital,L35 5DR,England,-2.7853229,53.4212302,E38000091,L35,Knowsley,6392.957489878542,1.2369356582651823,6688.038644760201,1.0663321876333205,-332.12740144536116,595.2635783780977,4519,1.103118988691126,0.45189282556394067,0.623189597855963,0.1554289787721138,0.3052853803815125,149571,NHS Knowsley CCG,149571,1.0252102568320618,NA,4,NA,26.48713247,NA,NA,26.48713247,4.439191666899191,-0.9281369512837994,0.3337861189399504
"Chelsea and Westminster Hospital NHS, 369 Fulham Rd, London",chelsea__westminst,RMQ01,"Chelsea and Westminster Hospital NHS, 369 Fulham Rd, London",SW10 9NH,England,-0.182401,51.4849533,E38000202,SW10,Kensington and Chelsea,15155.274580335732,3.9064391538141487,14757.283630771464,4.0453644086654705,1.042016666358894,8864.121718892668,14386.198275862067,4.407783160308271,0.05534889628829875,0.20373529064861776,0.45728050517605856,0.6294513650096626,226099.00000000003,NHS West London CCG,226099,1.0247463050503312,NA,78,NA,19.88733045,NA,NA,19.88733045,-2.1606103531008074,0.45173591421880266,0.3412935531174579
"Chelsea and Westminster Hospital NHS, 369 Fulham Rd, London",chelsea__westminst,RMQ91,"Chelsea and Westminster Hospital NHS, 369 Fulham Rd, London",SW10 9NH,England,-0.182401,51.4849533,E38000202,SW10,Kensington and Chelsea,15155.274580335732,3.9064391538141487,14757.283630771464,4.0453644086654705,1.042016666358894,8864.121718892668,14386.198275862067,4.407783160308271,0.05534889628829875,0.20373529064861776,0.45728050517605856,0.6294513650096626,226099.00000000003,NHS West London CCG,226099,1.0247463050503312,NA,78,NA,19.88733045,NA,NA,19.88733045,-2.1606103531008074,0.45173591421880266,0.3412935531174579
Dartford and Gravesham NHS Trust,dartford_and_grave,RN070,Dartford and Gravesham NHS Trust,DA2 8DA,England,0.258883,51.4352521,E38000043,DA2,Dartford,17030.83821656051,-0.3755785139477707,17143.52683954,-0.4169683085924211,-5.302929658558506,11675.2387261934,17150,-0.7889868956315798,0.02015048841661958,0.13504526441164394,0.04247984747905479,0.12000455286403604,264478,"NHS Dartford, Gravesham and Swanley CCG",264478,1.075118191537364,NA,103,NA,18.82733515,NA,NA,18.82733515,-3.220605653100808,0.6733575246243663,0.34249932336921723
North West Anglia NHSFT,north_west_anglia,RNG90,Peterborough City Hospital,PE3 9GZ,England,-0.2785687,52.5837926,E38000026,PE3,Peterborough,19497.63372312335,-0.8667116029947189,19521.302840824406,-0.8586569789075222,-1.661461949698318,11784.570735142499,20484,-1.4407075328333332,0.036106192579873964,0.12237305718016132,0.026685267657527142,0.10549861983032557,889111.9999999999,NHS Cambridgeshire and Peterborough CCG,889112,1.0599177445312034,NA,143,NA,18.29080498,NA,NA,18.29080498,-3.757135823100807,0.7855341355079904,0.34310963939435185
North Cumbria Integrated Care NHSFT,north_cumbria_inte,RNN62,North Cumbria Integrated Care NHSFT,CA11 7QE,England,-2.753599,54.667373,E38000215,CA11,Eden,15099.182072829131,-1.2358682826984126,15423.694849252159,-1.3372371559433749,3.2298824982676515,7500.33362112617,15110,-1.9046593495251716,0.07222685308966233,0.1665476621109416,0.017199565921708633,0.0616988817765755,318631,NHS North Cumbria CCG,318631,0.6297827006471148,NA,86,NA,24.37352404,NA,NA,24.37352404,2.3255832368991918,-0.4862281012885452,0.33619039957097
West Cumberland Hospital,west_cumberland_ho,RNNBX,West Cumberland Hospital,CA28 8JG,England,-3.5631756,54.5302041,E38000215,CA28,Copeland,15099.182072829131,-1.2358682826984126,15423.694849252159,-1.3372371559433749,3.2298824982676515,7500.33362112617,15110,-1.9046593495251716,0.07222685308966233,0.1665476621109416,0.017199565921708633,0.0616988817765755,318631,NHS North Cumbria CCG,318631,0.6297827006471148,NA,86,NA,22.94454837,NA,NA,22.94454837,0.896607566899192,-0.18746084334337415,0.33781589390417494
Royal Preston Hospital,royal_preston_hosp,RNX02,Royal Preston Hospital,PR2 9HT,England,-2.7040145,53.7908668,E38000227,PR2,Preston,15432.874223602485,-0.5950538043338509,15414.32598724969,-0.5696365066322745,2.123128689103269,6096.627009722718,13469.118210862622,-1.638383164230303,0.13460769814940646,0.31688916423518126,0.07646688516727287,0.18693792717534674,202562,NHS Greater Preston CCG,202562,1.0045127248923889,NA,85,NA,24.60487045,NA,NA,24.60487045,2.5569296468991922,-0.5345975270263252,0.33592723744277064
Homerton University Hospital,homerton_universit,RQZM1,Homerton University Hospital,E9 6SR,England,-0.0461232,51.5504182,E38000035,E9,Hackney,7995.709302325581,5.91309213425969,7883.16419843036,5.947452941595381,4.605107442671778,6035.364021855225,7170.357308584687,6.349124096191882,0.0920084579990655,0.4112939629843749,0.7336918215583943,0.9126600723839995,288371,NHS City and Hackney CCG,288371,1.1369078830649135,NA,9,NA,25.09779396,NA,NA,25.09779396,3.049853156899193,-0.6376569482265542,0.33536652504645076
University Hospitals Birmingham,university_hospitaf,RRK01,University Hospitals Birmingham,B15 2TH,England,-1.9429313,52.4512054,E38000220,B15,Birmingham,10424.050087361677,1.3877220368322656,10294.254571948217,1.4785206974758067,0.990990825692656,2431.092675482698,7054,1.583729793304931,0.34750207653090454,0.4812557283611159,0.18958190124305435,0.377106067766512,1179020,NHS Birmingham and Solihull CCG,1179020,1.0540412723018924,NA,20,NA,22.36155783,NA,NA,22.36155783,0.31361702689919113,-0.06557039503100028,0.33847905972216413
University Hospitals Birmingham,university_hospitaf,RRK02,University Hospitals Birmingham,B15 2TH,England,-1.9429313,52.4512054,E38000220,B15,Birmingham,10424.050087361677,1.3877220368322656,10294.254571948217,1.4785206974758067,0.990990825692656,2431.092675482698,7054,1.583729793304931,0.34750207653090454,0.4812557283611159,0.18958190124305435,0.377106067766512,1179020,NHS Birmingham and Solihull CCG,1179020,1.0540412723018924,NA,20,NA,22.36155783,NA,NA,22.36155783,0.31361702689919113,-0.06557039503100028,0.33847905972216413
