redcap_data_access_group_e,redcap_data_access_group_unlabelled,dag_id_e,place_name,postcode,country,lon,lat,ccg,postcode_start,city,imd_average_postcodes_new,tds_mean,w_me_imd,w_me_tds,w_har_tds,w_har_imd,w_med_imd,w_med_tds,prop_within_10_imd_ccg,prop_within_20_imd_ccg,prop_within_10_tds_ccg,prop_within_20_tds_ccg,all_people,ccg_name,updated_all_age_mid_2018,multiplication_factor,scotland_average_imd_rank,average_imd_rank,wales_average_imd_rank,wimd15,avg_wimd_2019,weighted_arith,w_imd,w_imd_centred,w_imd_centred_std_country,w_imd_centred_std_uk
Alder Hey Children's Hospital,alder_hey_children,CBS25,Alder Hey Children's Hospital,L14 5AB,England,-2.8959056,53.4182405,E38000101,L14,Liverpool,6823.02398989899,2.2652371023484847,6975.550865645402,2.181793994121917,12.779332124269942,499.8389986082434,3462,2.5084938481910566,0.48335066410814403,0.6279407823504819,0.23910251599969984,0.44360065606809385,494813.99999999994,NHS Liverpool CCG,494814,1.0608878359400962,NA,6,NA,36.82340586,NA,NA,36.82340586,14.984435682484001,-3.189025540751896,0.3428427406738009
Frimley Health NHSFT,frimley_health_nhs,DRU01,Frimley Health NHSFT,GU16 7UJ,England,-0.7405398999999999,51.319438,E38000178,GU16,Surrey Heath,25806.22635135135,-1.9995505738547297,25907.23668251634,-2.0274385344927603,-10.654319824201899,23315.460707413615,28040.21125,-2.702127960597511,0,0,0.01015380982536735,0.025770927474320308,96474.00000000001,NHS Surrey Heath CCG,96474,1.035495400732019,NA,187,NA,15.64859885,NA,NA,15.64859885,-6.190371327515999,1.3174504992045315,0.3652744551452895
"Queen Elizabeth University Hospital, Glasgow",queen_elizabeth_un,GN405,"Queen Elizabeth University Hospital, Glasgow",G51 4TF,Scotland,-4.340215199999999,55.8628356,S08000031,G51,Glasgow,2759.3960690887434,1.3193257965939051,2936.76687469141,1.0537354141419562,0.9896124546215826,294.326429962509,2542,0.858830195,0.20630390591291428,0.34623531557338766,0.19440601744561034,0.3183223390106444,1174980,Greater Glasgow and Clyde,1174980,0.9683305203196286,2,2,NA,NA,NA,2802.2197525594274,2802.2197525594274,-453.6571375273752,-0.7965271654767135,2.5867037350208224
Aberdeen Royal Infirmary,aberdeen_royal_inf,N100H,Aberdeen Royal Infirmary,AB25 2ZN,Scotland,-2.1359876,57.15461759999999,S08000020,AB25,Aberdeen,4490.255394190872,-1.2342249549338173,4585.713222780145,-1.393999439949437,-1.1689700599023176,3583.6415830668097,4838,-1.9224017029999998,0.003947072309661449,0.03522652151286271,0.041425798556901136,0.10096065938084589,584550,Grampian,584550,1.0272185231460247,14,14,NA,NA,NA,4049.2921161100426,4049.2921161100426,793.4152260232399,1.393071394125749,3.9078006012751825
Livewell Southwest,livewell_southwest,NR501,Mount Gould Hospital,PL4 7QD,England,-4.111707,50.3789894,E38000230,PL4,Plymouth,16386.417871222075,-1.0334518857634691,16537.218276292137,-1.0478824945579135,-91.88915519735362,7836.803464365692,16438,-1.6447812480388693,0.062447188160974894,0.1259184188289752,0.025121235695599174,0.07773461687050492,1194166,NHS Devon CCG,1194166,1.0532960761795893,NA,98,NA,NA,NA,NA,NA,NA,NA,NA
Manchester University Hospital,manchester_univers,R0A01,Manchester University Hospital,M23 9LT,England,-2.293175,53.38883209999999,E38000217,M23,Manchester,6514.57908496732,3.1806041768614377,6424.496357778453,3.2831024248428524,3.1527475384167656,1375.997691862462,4181,3.6899008856153848,0.43115754074021073,0.5979504180852946,0.3301373211932574,0.5881695874003979,547627,NHS Manchester CCG,547627,1.088446853378968,NA,3,NA,24.43053572,NA,NA,24.43053572,2.591565542484002,-0.5515435402865962,0.35597123456427326
South Tyneside and Sunderland NHS Foundation Trust,south_tyneside_and,R0B0Q,South Tyneside and Sunderland NHS Foundation Trust,NE34 0PL,England,-1.4277704,54.9714091,E38000163,NE34,South Tyneside,10111.284644194757,1.2531942164138576,10357.688172986695,1.1517874264544343,44.16509217166042,4086.232483012214,7611.13768115942,1.1682500773766227,0.23838327921310767,0.43896791266953356,0.11092508455582034,0.2696334901807233,150265,NHS South Tyneside CCG,150265,1.0144335603907457,NA,21,NA,NA,NA,NA,NA,NA,NA,NA
South Tyneside and Sunderland NHS Foundation Trust,south_tyneside_and,R0B01,South Tyneside and Sunderland NHS Foundation Trust,NE34 0PL,England,-1.4277704,54.9714091,E38000163,NE34,South Tyneside,10111.284644194757,1.2531942164138576,10357.688172986695,1.1517874264544343,44.16509217166042,4086.232483012214,7611.13768115942,1.1682500773766227,0.23838327921310767,0.43896791266953356,0.11092508455582034,0.2696334901807233,150265,NHS South Tyneside CCG,150265,1.0144335603907457,NA,21,NA,NA,NA,NA,NA,NA,NA,NA
Worcestershire Health and Care NHS Trust,worcestershire_hea,R1A0C,Worcestershire Health and Care NHS Trust,WR5 1JR,England,-2.1798262,52.19248289999999,E38000166,WR5,Worcester,18567.602459016394,-1.4368324127551229,18729.107438443494,-1.4869645860556548,0.40267721657113204,6847.549394108502,19196,-2.1584569173594677,0.04580100088515997,0.08981101662516403,0.020827090716841804,0.06855340063304437,307344,NHS South Worcestershire CCG,307344,1.0585548816399912,NA,130,NA,20.49980553,NA,NA,20.49980553,-1.3391646475160002,0.28500441088967216,0.3601352874996743
Solent NHS Trust,solent_nhs_trust,R1CD4,Solent NHS Trust,SO19 8BR,England,-1.3308632,50.9015728,E38000167,SO19,Southampton,11983.32637075718,1.212023893719321,12103.209750002112,1.249418650304468,-0.011154911380298022,5827.658683057499,10827.562500000002,1.2683269489534879,0.12080698406801699,0.2812244070887615,0.10997458650298461,0.2723423476667708,252796.00000000003,NHS Southampton CCG,252796,1.067181128156635,NA,47,NA,NA,NA,NA,NA,NA,NA,NA
King's College Hospital,kings_college_hosp,R1Z01,King's College Hospital,SE5 9RS,England,-0.0938548,51.4681404,E38000092,SE5,Lambeth,11381.474012474013,4.4785908912453225,11361.000684949637,4.503651209391457,19.980316006199185,9144.437717361785,10802,4.576766608181818,0,0.19188516670416794,0.47588778738104376,0.7304144110756687,325917,NHS Lambeth CCG,325917,1.075328454630039,NA,38,NA,20.19783606,NA,NA,20.19783606,-1.6411341175159997,0.3492703180457884,0.3604551814626723
Mid and South Essex University Hospitals Group,NA,R8QL0,Broomfield Hospital,CM1 7ET,England,0.4667492,51.77446,E38000106,CM1,Chelmsford,21264.981922760886,-1.485630453283484,21440.935157802043,-1.5741918285609895,-2.0733520441564965,18395.51422787633,22032,-2.098565401872204,0,0.012317550918644221,0.004116459738530541,0.030616169305320896,393065.00000000006,NHS Mid Essex CCG,393065,1.0425491283025174,NA,160,NA,19.98992083,NA,NA,19.98992083,-1.8490493475160008,0.39351936371097646,0.360675438255163
Torbay and south Devon Hospital,torbay_and_south_d,RA009,Torbay and south Devon Hospital,TQ2 7TD,England,-3.552757,50.4877399,E38000230,TQ2,Torbay,16386.417871222075,-1.0334518857634691,16537.218276292137,-1.0478824945579135,-91.88915519735362,7836.803464365692,16438,-1.6447812480388693,0.062447188160974894,0.1259184188289752,0.025121235695599174,0.07773461687050492,1194166,NHS Devon CCG,1194166,1.0532960761795893,NA,98,NA,19.7902124,NA,NA,19.7902124,-2.0487577775159984,0.4360218174215241,0.3608870011032775
Weston Area Health NHS Trust,weston_area_health,RA7C2,Weston Area Health NHS Trust,BS23 4TQ,England,-2.9725926,51.32237,E38000222,BS23,North Somerset,17993.102167182664,-0.684643764366013,18105.60921788741,-0.7114389377372609,-0.4942704656254714,5252.038422497793,19488,-1.3257992787135597,0.0865116997382401,0.1715752707967058,0.049838456433597036,0.11578314776619995,959967.9999999999,"NHS Bristol, North Somerset and South Gloucestershire CCG",959968,1.0743100405453647,NA,118,NA,18.43949181,NA,NA,18.43949181,-3.399478367516,0.7234855932489108,0.3623178986123472
Weston Area Health NHS Trust,weston_area_health,RA7C7,Weston Area Health NHS Trust,BS23 4TQ,England,-2.9725926,51.32237,E38000222,BS23,North Somerset,17993.102167182664,-0.684643764366013,18105.60921788741,-0.7114389377372609,-0.4942704656254714,5252.038422497793,19488,-1.3257992787135597,0.0865116997382401,0.1715752707967058,0.049838456433597036,0.11578314776619995,959967.9999999999,"NHS Bristol, North Somerset and South Gloucestershire CCG",959968,1.0743100405453647,NA,118,NA,18.43949181,NA,NA,18.43949181,-3.399478367516,0.7234855932489108,0.3623178986123472
Musgrove Park Hospital,musgrove_park_hosp,RAB11,Musgrove Park Hospital,TA1 5DA,England,-3.120353,51.0118409,E38000150,TA1,Somerset,17039.952222222222,-1.5836912476572222,17164.532830036303,-1.5895896023606397,-2.4873233416954266,12044.209806450262,16875.993079584783,-2.1217034614034582,0.025239069233846317,0.0846705108949152,0.00910425456439208,0.0403738310703207,559399,NHS Somerset CCG,559399,1.0555255749360344,NA,105,NA,19.45795831,NA,NA,19.45795831,-2.3810118675160012,0.5067329740830903,0.3612389773397242
Mid and South Essex University Hospitals Group,mid_and_south_esse,RAT01,Southend Hospital,SS0 0RY,England,0.6877328,51.55386,E38000168,SS0,Southend-on-Sea,16179.379130434783,0.16197812731478262,16094.12554561264,0.17873667742303265,-13.715294008947904,4603.912264359559,14508,-0.28081839053846325,0.08881825196650889,0.22726853931290236,0.06847942507687524,0.1809879187828951,182463,NHS Southend CCG,182463,1.050703106105103,NA,92,NA,19.70386927,NA,NA,19.70386927,-2.1351009075160015,0.4543975809586415,0.360978469442886
Bedfordshire Hospitals NHS Foundation Trust,bedfordshire_hospi,RC112,Bedfordshire Hospitals NHS Foundation Trust,MK42 9DJ,England,-0.4732078,52.1287579,E38000010,MK42,Bedford,20795.862654320987,-1.1446525200694444,20936.333115621812,-1.1854380158105158,-2.423611296224036,14814.88597025713,22139,-1.9748539083333334,0.015565969018598552,0.06694507842470743,0.03308405768950614,0.0871922497936192,455229,NHS Bedfordshire CCG,455229,1.1053003447773515,NA,156,NA,17.34081635,NA,NA,17.34081635,-4.498153827515999,0.9573084863614607,0.36348178993867253
East Sussex Healthcare NHS Trust,east_sussex_health,RCX01,East Sussex Healthcare NHS Trust,BN25 1DH,England,0.09940729999999999,50.7725861,E38000055,BN25,Wealden,17259.174880763116,-0.7782018214069952,17279.799612091658,-0.8299728973324264,0.2707122665062698,11923.872426152133,17253.56666666667,-1.4314636748262295,0.0363470117203735,0.1389986423208002,0.023208001994957192,0.09556399102269264,191604,"NHS Eastbourne, Hailsham and Seaford CCG",191604,1.0617827159125544,NA,106,NA,18.45188995,NA,NA,18.45188995,-3.387080227515998,0.7208469897034973,0.3623047645357851
The Queen Elizabeth Hospital King's Lynn NHS Foundation Trust,the_queen_elizabet,RCZ70,The Queen Elizabeth Hospital King's Lynn NHS Foundation Trust,PE30 4ET,England,0.4462463,52.7564633,E38000203,PE30,West Norfolk,13364.592267135326,-1.1397111765043937,13490.768114918998,-1.1119449947050142,0.7035143417783839,8915.567053818828,13471,-1.7175257730714284,0.06612430734479229,0.13814280168001977,0.033276862080730364,0.0806068306685961,175904.00000000003,NHS West Norfolk CCG,175904,1.03474158519512,NA,62,NA,18.91172341,NA,NA,18.91172341,-2.9272467675159994,0.6229840685027691,0.36181763599315964
Poole Hospital NHS Trust,poole_hospital_nhs,RD300,Poole Hospital NHS Trust,BH15 2JB,England,-1.9737912,50.7213497,E38000045,BH15,Poole,18839.683914961894,-1.2466983944829522,18849.8600157787,-1.2351436318802471,17.74191765813415,12246.112506905683,18877,-1.6938707970882352,0.030894802840166068,0.08128718713081672,0.016507154847649523,0.058352967107995396,772268,NHS Dorset CCG,772268,1.0379374254913372,NA,134,NA,16.56564718,NA,NA,16.56564718,-5.273322997516001,1.122281951756833,0.3643029720859445
Harrogate District Hospital,harrogate_district,RDC01,Harrogate District Hospital,HG2 7SX,England,-1.5176764,53.99363959999999,E38000073,HG2,Harrogate,23709.165413533836,-2.0253245168872183,23965.18502049167,-2.0610155714768004,-2.8799423943462474,20445.760037606524,23595,-2.490288923210993,0.009856273239204657,0.009856273239204657,0.0010578390944390602,0.028586993013194485,160533,NHS Harrogate and Rural District CCG,160533,1.0168747505843452,NA,182,NA,19.77323534,NA,NA,19.77323534,-2.0657348375160005,0.43963491831461754,0.3609049858982419
Sussex Community NHSFT,sussex_community_n,RDR05,Brighton General Hospital,BN2 3EW,England,0.1145,50.831,E38000021,BN2,Brighton and Hove,16395.91576673866,1.0514530423833692,16604.96889918023,0.8943553479447524,0.8816170324328322,6505.816628575543,17451,0.7662815757083322,0.08439874309084058,0.17257260333102875,0.11286210214033048,0.2309113323017606,290395,NHS Brighton and Hove CCG,290395,1.0622821168457286,NA,100,NA,17.44499941,NA,NA,17.44499941,-4.393970767515999,0.9351359837531669,0.3633714227153216
Frimley Health NHSFT,frimley_health_nhs,RDU91,Frimley Health NHSFT,GU16 7UJ,England,-0.7405398999999999,51.319438,E38000178,GU16,Surrey Heath,25806.22635135135,-1.9995505738547297,25907.23668251634,-2.0274385344927603,-10.654319824201899,23315.460707413615,28040.21125,-2.702127960597511,0,0,0.01015380982536735,0.025770927474320308,96474.00000000001,NHS Surrey Heath CCG,96474,1.035495400732019,NA,187,NA,15.64859885,NA,NA,15.64859885,-6.190371327515999,1.3174504992045315,0.3652744551452895
University Hospitals of North Midlands NHS Trust,university_hospital,REJ01,University Hospitals of North Midlands NHS Trust,ST4 6QG,England,-2.2129403,53.0038144,E38000175,ST4,Staffordshire,9629.736602052451,0.6938936185610034,9703.340256609641,0.7024248810109526,1.1533260577251967,3165.1097578026897,6256,0.9896680272188557,0.3056609642301711,0.5025660964230171,0.09942457231726283,0.29781104199066877,264149,NHS Stoke on Trent CCG,264149,1.0270178849144636,NA,15,NA,22.01453151,NA,NA,22.01453151,0.1755613324840013,-0.03736340727961968,0.35853064946590807
Aintree University Hospital,aintree_university,REM20,Aintree University Hospital,L9 7AL,England,-2.9317603,53.4656706,E38000101,L9,Liverpool,6823.02398989899,2.2652371023484847,6975.550865645402,2.181793994121917,12.779332124269942,499.8389986082434,3462,2.5084938481910566,0.48335066410814403,0.6279407823504819,0.23910251599969984,0.44360065606809385,494813.99999999994,NHS Liverpool CCG,494814,1.0608878359400962,NA,6,NA,26.47323304,NA,NA,26.47323304,4.634262862484,-0.986275555795209,0.353807285536909
Northumbria Healthcare NHS Trust,northumbria_health,RFTED,Northumbria Healthcare NHS Trust,NE27 0QJ,England,-1.5098367,55.02077860000001,E38000127,NE27,North Tyneside,15897.131994261119,-0.13619310152080344,16050.012883401976,-0.20725981208733021,0.3106611422751517,6106.793587892394,13897,-0.5111292309360461,0.09238001802779866,0.21030273753616766,0.048296572228225955,0.15007395381497105,205985,NHS North Tyneside CCG,205985,1.0258166044989816,NA,91,NA,NA,NA,NA,NA,NA,NA,NA
The Princess Alexandra Hospital,the_princess_alexa,RGWG0,The Princess Alexandra Hospital,CM20 1QX,England,0.0858092,51.77104989999999,E38000197,CM20,Harlow,19685.747881355932,-0.8747399602150424,19905.896513148236,-0.981986204485303,-2.871679460252773,16484.53344210978,20507,-1.4737688492207357,0,0.011669451766499094,0.012379127832586368,0.053341071016549786,306910,NHS West Essex CCG,306910,1.0729393174524378,NA,148,NA,19.46649994,NA,NA,19.46649994,-2.3724702375160014,0.504915122760101,0.3612299286902989
Nottinghamshire Healthcare NHS Foundation Trust,nottinghamshire_he,RHAPA,Nottinghamshire Healthcare NHS Foundation Trust,NG3 6AA,England,-1.1262896,52.9793569,E38000132,NG3,Gedling,8115.557228915663,2.764784300456827,8360.240666710286,2.726405927347291,1.0494075639036313,2679.8322952074573,5602,3.0990621745923757,0.2970721015440984,0.5546322952106778,0.26598730698769957,0.5003173253075112,331069,NHS Nottingham City CCG,331069,1.0830574456948443,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
Cornwall Partnership NHSFT,cornwall_partnersh,RJ827,Cornwall Partnership NHSFT,PL31 2QN,England,-4.738597299999999,50.470256,E38000089,PL31,Cornwall,13376.637423653527,-1.130531639,13478.10280910649,-1.1435047901523698,-0.14258867576626028,9129.05861558636,12654.575376884422,-1.5704465936279068,0.0464380065709218,0.12439286329040032,0.010050965805761156,0.05063651127459418,568210,NHS Kernow CCG,568210,1.063116023918754,NA,63,NA,24.99282526,NA,NA,24.99282526,3.153855082484,-0.6712114238395106,0.3553755682894577
George Eliot Hospital,george_eliot_hospi,RL101,George Eliot Hospital,CV10 7DJ,England,-1.4760659,52.5118749,E38000195,CV10,Nuneaton & Bedworth,15429.069805194806,-0.9917790140487013,15531.019987611207,-1.0396012580313618,-9.331840797744176,8623.424606131453,14809,-1.7259292760880283,0.05336793651810793,0.15900911003599158,0.02045219100103596,0.07096322877617933,193752,NHS Warwickshire North CCG,193752,1.034635224760501,NA,84,NA,20.79574674,NA,NA,20.79574674,-1.0432234375160014,0.22202145328959208,0.3598217796259104
Wirral University Teaching Hospital NHFT,wirral_university,RLB14,Wirral University Teaching Hospital NHFT,CH49 5PE,England,-3.094562,53.37042899999999,E38000208,CH49,Wirral,13144.99066293184,-0.3114394601251167,13277.800761766572,-0.40042517781643494,-3.7555813607439137,885.3400084936827,12510.635593220339,-1.0546250075416668,0.2542661742494129,0.35367421032387586,0.058114408833490214,0.15485501105437124,323235,NHS Wirral CCG,323235,1.0107948202374735,NA,60,NA,26.17837122,NA,NA,26.17837122,4.339401042483999,-0.9235223167078153,0.3541196499495651
Whiston Hospital,whiston_hospital,RMN01,Whiston Hospital,L35 5DR,England,-2.7853229,53.4212302,E38000091,L35,Knowsley,6392.957489878542,1.2369356582651823,6688.038644760201,1.0663321876333205,-332.12740144536116,595.2635783780977,4519,1.103118988691126,0.45189282556394067,0.623189597855963,0.1554289787721138,0.3052853803815125,149571,NHS Knowsley CCG,149571,1.0252102568320618,NA,4,NA,26.48713247,NA,NA,26.48713247,4.648162292483999,-0.9892336676795093,0.35379256105583445
"Chelsea and Westminster Hospital NHS, 369 Fulham Rd, London",chelsea__westminst,RMQ01,"Chelsea and Westminster Hospital NHS, 369 Fulham Rd, London",SW10 9NH,England,-0.182401,51.4849533,E38000202,SW10,Kensington and Chelsea,15155.274580335732,3.9064391538141487,14757.283630771464,4.0453644086654705,1.042016666358894,8864.121718892668,14386.198275862067,4.407783160308271,0.05534889628829875,0.20373529064861776,0.45728050517605856,0.6294513650096626,226099.00000000003,NHS West London CCG,226099,1.0247463050503312,NA,78,NA,19.88733045,NA,NA,19.88733045,-1.9516397275159996,0.415352908129194,0.3607841182592167
"Chelsea and Westminster Hospital NHS, 369 Fulham Rd, London",chelsea__westminst,RMQ91,"Chelsea and Westminster Hospital NHS, 369 Fulham Rd, London",SW10 9NH,England,-0.182401,51.4849533,E38000202,SW10,Kensington and Chelsea,15155.274580335732,3.9064391538141487,14757.283630771464,4.0453644086654705,1.042016666358894,8864.121718892668,14386.198275862067,4.407783160308271,0.05534889628829875,0.20373529064861776,0.45728050517605856,0.6294513650096626,226099.00000000003,NHS West London CCG,226099,1.0247463050503312,NA,78,NA,19.88733045,NA,NA,19.88733045,-1.9516397275159996,0.415352908129194,0.3607841182592167
North West Anglia NHSFT,north_west_anglia,RNG90,Peterborough City Hospital,PE3 9GZ,England,-0.2785687,52.5837926,E38000026,PE3,Peterborough,19497.63372312335,-0.8667116029947189,19521.302840824406,-0.8586569789075222,-1.661461949698318,11784.570735142499,20484,-1.4407075328333332,0.036106192579873964,0.12237305718016132,0.026685267657527142,0.10549861983032557,889111.9999999999,NHS Cambridgeshire and Peterborough CCG,889112,1.0599177445312034,NA,143,NA,18.29080498,NA,NA,18.29080498,-3.548165197515999,0.7551295008668472,0.36247541128836147
North Cumbria Integrated Care NHSFT,north_cumbria_inte,RNN62,North Cumbria Integrated Care NHSFT,CA11 7QE,England,-2.753599,54.667373,E38000215,CA11,Eden,15099.182072829131,-1.2358682826984126,15423.694849252159,-1.3372371559433749,3.2298824982676515,7500.33362112617,15110,-1.9046593495251716,0.07222685308966233,0.1665476621109416,0.017199565921708633,0.0616988817765755,318631,NHS North Cumbria CCG,318631,0.6297827006471148,NA,86,NA,24.37352404,NA,NA,24.37352404,2.5345538624839996,-0.5394101702022154,0.35603163037929514
North Cumbria Integrated Care NHSFT,north_cumbria_inte,RNNBD,North Cumbria Integrated Care NHSFT,CA11 7QE,England,-2.753599,54.667373,E38000215,CA11,Eden,15099.182072829131,-1.2358682826984126,15423.694849252159,-1.3372371559433749,3.2298824982676515,7500.33362112617,15110,-1.9046593495251716,0.07222685308966233,0.1665476621109416,0.017199565921708633,0.0616988817765755,318631,NHS North Cumbria CCG,318631,0.6297827006471148,NA,86,NA,24.37352404,NA,NA,24.37352404,2.5345538624839996,-0.5394101702022154,0.35603163037929514
West Cumberland Hospital,west_cumberland_ho,RNNBX,West Cumberland Hospital,CA28 8JG,England,-3.5631756,54.5302041,E38000215,CA28,Copeland,15099.182072829131,-1.2358682826984126,15423.694849252159,-1.3372371559433749,3.2298824982676515,7500.33362112617,15110,-1.9046593495251716,0.07222685308966233,0.1665476621109416,0.017199565921708633,0.0616988817765755,318631,NHS North Cumbria CCG,318631,0.6297827006471148,NA,86,NA,22.94454837,NA,NA,22.94454837,1.1055781924839998,-0.23529195011669107,0.3575454280824339
Royal Preston Hospital,royal_preston_hosp,RNX02,Royal Preston Hospital,PR2 9HT,England,-2.7069534,53.7903928,E38000227,PR2,Preston,15432.874223602485,-0.5950538043338509,15414.32598724969,-0.5696365066322745,2.123128689103269,6096.627009722718,13469.118210862622,-1.638383164230303,0.13460769814940646,0.31688916423518126,0.07646688516727287,0.18693792717534674,202562,NHS Greater Preston CCG,202562,1.0045127248923889,NA,85,NA,24.60487045,NA,NA,24.60487045,2.765900272484,-0.5886458989199591,0.3557865515641412
West Hertfordshire Hospitals NHS Trust,west_hertfordshire,RQG02,West Hertfordshire Hospitals NHS Trust,WD18 0HB,England,-0.4044799,51.6490376,E38000079,WD18,Watford,23024.75729822553,-1.0419966409421866,23135.617384047164,-1.0917191048650685,-20.268628829322207,19313.508698555896,24296,-1.500013063023077,0.0028482136515377513,0.016354144470487962,0.013887705092691242,0.059874635982669226,595670,NHS Herts Valleys CCG,595670,1.057727821578237,NA,173,NA,16.69374567,NA,NA,16.69374567,-5.1452245075160015,1.09501970678492,0.36416726984551545
